"Rooms","Distance","Bedroom2","Bathroom","Car","Landsize","BuildingArea","Propertycount","Price"
1.38629461111986,2.01490315387559,1.38629461111986,0.69314768055982,0.69314768055982,6.64118217104607,4.83628191488799,7.34148385301125,14.1375940571341
0.69314768055982,1.70474827405659,0.69314768055982,9.99999499918067e-07,9.99999499918067e-07,5.24174702035065,4.83628191488799,9.33820574306208,13.9108207377695
1.09861262200139,2.21920359275064,1.09861262200139,9.99999499918067e-07,1.38629461111986,6.40522845968373,4.75359019972705,8.96303219379073,14.207552645741
1.09861262200139,1.64865881789506,1.09861262200139,9.99999499918067e-07,9.99999499918067e-07,5.78074351887875,4.83628191488799,9.38580514139083,13.8690513248933
1.38629461111986,2.62466866462692,1.38629461111986,1.09861262200139,0.69314768055982,6.59030104957031,5.09986643392176,8.59785109461819,13.8155105579653
0.69314768055982,2.05412386190067,0.69314768055982,9.99999499918067e-07,9.99999499918067e-07,4.91265489308899,4.39444916701812,9.32402613646925,13.3847276418734
1.09861262200139,2.21920359275064,1.09861262200139,0.69314768055982,0.69314768055982,5.91350300834097,4.83628191488799,9.2507142662105,14.2276202087918
1.09861262200139,2.29253485815064,1.09861262200139,9.99999499918067e-07,9.99999499918067e-07,5.31811999874618,4.82028157366955,8.92065629698733,13.3046849341999
1.38629461111986,2.17475183512052,1.38629461111986,1.09861262200139,0.69314768055982,6.48310735298625,5.01063530076292,9.58720022314261,14.0466222789285
1.38629461111986,2.60268975951846,1.38629461111986,0.69314768055982,1.09861262200139,6.63987583513373,4.83628191488799,8.8192218577228,13.3776255586015
1.09861262200139,2.05412386190067,1.09861262200139,9.99999499918067e-07,9.99999499918067e-07,5.91620206530285,4.60517019598809,9.32402613646925,13.6762484906319
1.09861262200139,2.41591386758676,1.09861262200139,1.09861262200139,0.69314768055982,-13.8155105579643,4.86753445814789,9.08262063048744,13.9421432088985
1.38629461111986,2.21920359275064,1.38629461111986,9.99999499918067e-07,9.99999499918067e-07,6.30078579649811,4.83628191488799,8.14467918373803,13.5541457938312
1.09861262200139,2.54944524905057,1.09861262200139,9.99999499918067e-07,0.69314768055982,6.40687998771948,4.94875989747037,8.63568708564168,13.5734389967658
1.09861262200139,2.45958892727379,1.38629461111986,0.69314768055982,0.69314768055982,5.37989735814875,4.83628191488799,8.64435433720904,13.5304916029333
1.09861262200139,1.77495252040318,1.09861262200139,9.99999499918067e-07,9.99999499918067e-07,5.48893773028892,4.70048037488333,8.78981238634325,13.6989767417094
1.09861262200139,2.01490315387559,1.09861262200139,0.69314768055982,0.69314768055982,5.22035583048373,5.22035583048373,8.77678438385577,14.1555478607507
1.38629461111986,2.41591386758676,1.38629461111986,9.99999499918067e-07,0.69314768055982,6.37502482153167,4.83628191488799,9.09043007541636,13.3862649211922
